offers_A,demands_A,offers_B,demands_B,compatibility_percent
"[79, 66, 74, 54, 98]","[80, 88, 72, 34, 78]","[36, 74, 1, 88, 78]","[45, 98, 63, 6, 48]",63.46938775510204
"[76, 21, 100, 99, 88]","[99, 26, 62, 25, 48]","[25, 12, 15, 83, 50]","[18, 28, 51, 15, 34]",55.3
"[42, 49, 29, 84, 45]","[86, 91, 84, 9, 17]","[39, 43, 15, 31, 24]","[3, 14, 86, 43, 55]",58.79120879120879
"[66, 59, 70, 64, 88]","[25, 43, 87, 93, 58]","[41, 29, 22, 48, 60]","[4, 4, 54, 60, 19]",62.58064516129032
"[97, 54, 10, 35, 99]","[90, 24, 4, 64, 30]","[59, 71, 97, 42, 36]","[2, 42, 80, 96, 81]",54.04040404040404
"[100, 38, 57, 40, 45]","[37, 72, 68, 6, 59]","[42, 98, 53, 26, 48]","[28, 85, 45, 70, 59]",74.8
"[43, 3, 35, 73, 64]","[19, 30, 64, 36, 33]","[34, 49, 16, 23, 10]","[9, 74, 21, 27, 91]",65.93406593406593
"[65, 14, 23, 28, 77]","[53, 4, 86, 28, 57]","[40, 93, 60, 24, 71]","[24, 56, 13, 86, 42]",64.3010752688172
"[74, 74, 81, 59, 21]","[19, 60, 97, 12, 15]","[41, 85, 56, 39, 11]","[37, 56, 81, 82, 76]",74.02061855670104
"[68, 100, 67, 16, 88]","[48, 94, 65, 58, 48]","[49, 38, 70, 90, 99]","[36, 53, 96, 5, 15]",66.3
"[62, 36, 90, 18, 66]","[63, 58, 8, 23, 91]","[85, 21, 13, 94, 67]","[12, 18, 41, 39, 49]",66.59574468085107
"[51, 80, 72, 77, 34]","[1, 34, 93, 29, 44]","[55, 49, 3, 85, 72]","[65, 62, 94, 17, 47]",60.638297872340424
"[50, 24, 29, 45, 15]","[62, 24, 42, 16, 10]","[51, 78, 82, 23, 63]","[91, 83, 28, 18, 38]",65.27472527472527
"[82, 97, 71, 42, 71]","[97, 16, 57, 39, 76]","[55, 46, 68, 27, 84]","[29, 64, 5, 87, 52]",67.11340206185567
"[100, 73, 33, 11, 64]","[43, 93, 53, 48, 93]","[16, 17, 10, 73, 24]","[41, 88, 50, 9, 54]",65.7
"[61, 62, 47, 60, 42]","[4, 13, 11, 11, 14]","[75, 81, 96, 88, 37]","[85, 74, 59, 21, 89]",52.291666666666664
"[3, 18, 59, 19, 29]","[80, 98, 16, 37, 38]","[1, 41, 18, 24, 39]","[24, 46, 94, 59, 24]",71.32653061224491
"[65, 92, 100, 16, 64]","[67, 10, 83, 79, 61]","[19, 13, 38, 53, 80]","[70, 54, 54, 59, 93]",69.8
"[51, 9, 37, 49, 33]","[55, 27, 39, 1, 67]","[91, 24, 2, 14, 30]","[10, 93, 17, 51, 22]",69.46236559139784
"[46, 93, 15, 40, 24]","[80, 32, 37, 70, 54]","[83, 39, 43, 36, 46]","[36, 49, 96, 92, 37]",73.125
"[21, 24, 71, 70, 48]","[97, 87, 80, 60, 94]","[99, 67, 76, 97, 76]","[24, 5, 87, 60, 57]",86.06060606060606
"[51, 16, 76, 7, 93]","[49, 78, 53, 37, 4]","[71, 57, 56, 20, 53]","[60, 52, 22, 80, 86]",68.70967741935483
"[91, 100, 89, 20, 20]","[28, 33, 40, 59, 62]","[4, 27, 18, 55, 49]","[1, 12, 52, 76, 74]",60.6
"[57, 14, 77, 94, 16]","[51, 72, 63, 17, 16]","[68, 45, 62, 10, 81]","[38, 15, 64, 75, 34]",80.1063829787234
"[73, 72, 90, 79, 54]","[41, 35, 79, 47, 45]","[68, 19, 37, 7, 80]","[53, 57, 16, 9, 30]",59.666666666666664
"[33, 54, 38, 85, 27]","[30, 52, 61, 98, 64]","[10, 80, 3, 70, 45]","[34, 33, 39, 1, 62]",69.89795918367346
"[66, 26, 26, 25, 55]","[80, 54, 81, 22, 61]","[85, 18, 19, 76, 8]","[4, 89, 74, 66, 1]",46.29213483146067
"[28, 57, 94, 45, 41]","[15, 71, 38, 21, 15]","[69, 62, 21, 46, 65]","[47, 68, 100, 18, 90]",73.3
"[34, 100, 59, 75, 38]","[39, 15, 6, 22, 22]","[79, 21, 73, 97, 78]","[6, 68, 82, 23, 50]",60.9
"[23, 7, 73, 77, 68]","[89, 61, 17, 44, 53]","[68, 72, 83, 98, 70]","[58, 80, 93, 75, 78]",68.46938775510203
"[30, 29, 35, 43, 29]","[71, 28, 82, 99, 39]","[30, 35, 6, 66, 96]","[34, 61, 20, 54, 2]",69.39393939393939
"[87, 36, 86, 5, 77]","[44, 25, 23, 89, 87]","[94, 86, 29, 87, 79]","[50, 95, 75, 78, 2]",59.78947368421053
"[42, 80, 73, 23, 27]","[16, 5, 5, 15, 79]","[3, 86, 64, 54, 44]","[24, 50, 83, 5, 16]",63.48837209302326
"[14, 14, 43, 97, 40]","[61, 89, 100, 42, 89]","[83, 95, 94, 31, 97]","[26, 71, 10, 13, 35]",75.6
"[75, 79, 56, 19, 33]","[22, 46, 22, 92, 99]","[62, 14, 87, 68, 69]","[81, 12, 6, 55, 26]",63.93939393939394
"[3, 7, 51, 69, 14]","[21, 19, 87, 9, 15]","[11, 73, 66, 16, 47]","[69, 44, 4, 94, 40]",65.42553191489361
"[89, 56, 19, 76, 29]","[60, 68, 7, 86, 40]","[59, 98, 32, 22, 24]","[44, 47, 45, 29, 40]",72.0408163265306
"[95, 85, 56, 56, 17]","[91, 50, 11, 97, 85]","[96, 7, 22, 12, 28]","[46, 53, 14, 22, 18]",62.98969072164948
"[64, 81, 51, 68, 9]","[58, 8, 69, 55, 75]","[62, 30, 65, 35, 70]","[37, 53, 42, 44, 87]",74.5977011494253
"[74, 10, 32, 1, 71]","[34, 98, 88, 78, 44]","[79, 48, 71, 68, 33]","[32, 60, 76, 87, 77]",63.16326530612245
"[21, 51, 85, 79, 40]","[82, 59, 9, 17, 59]","[10, 44, 15, 9, 37]","[69, 43, 39, 86, 45]",72.44186046511628
"[82, 59, 67, 96, 15]","[86, 58, 51, 49, 23]","[17, 34, 96, 60, 79]","[22, 94, 5, 89, 48]",58.125
"[95, 55, 42, 50, 36]","[7, 1, 61, 38, 11]","[38, 86, 7, 30, 92]","[23, 25, 18, 19, 97]",50.824742268041234
"[6, 74, 67, 54, 32]","[89, 43, 94, 63, 67]","[8, 19, 99, 81, 54]","[24, 76, 58, 18, 80]",74.34343434343434
"[61, 77, 31, 53, 39]","[92, 1, 32, 18, 93]","[64, 41, 36, 50, 56]","[48, 81, 70, 6, 71]",70.3225806451613
"[19, 44, 99, 11, 99]","[92, 56, 97, 96, 16]","[51, 53, 49, 28, 11]","[7, 42, 7, 34, 27]",63.03030303030303
"[84, 68, 56, 63, 46]","[94, 36, 35, 62, 79]","[22, 40, 42, 49, 100]","[54, 29, 56, 77, 25]",77.9
"[48, 8, 15, 65, 52]","[41, 23, 51, 45, 56]","[56, 40, 78, 39, 15]","[19, 84, 92, 32, 14]",60.97826086956522
"[29, 77, 92, 80, 24]","[79, 29, 60, 51, 90]","[55, 60, 10, 99, 9]","[83, 99, 34, 74, 95]",55.05050505050505
"[14, 96, 66, 60, 97]","[84, 5, 35, 85, 25]","[95, 33, 89, 53, 21]","[65, 45, 76, 14, 90]",69.69072164948453
"[85, 11, 90, 40, 87]","[8, 83, 46, 99, 52]","[33, 94, 81, 78, 78]","[22, 74, 58, 94, 49]",62.82828282828283
"[78, 32, 67, 10, 78]","[62, 83, 96, 61, 14]","[80, 69, 56, 38, 81]","[94, 78, 11, 87, 26]",57.395833333333336
"[7, 100, 3, 47, 23]","[80, 16, 88, 18, 15]","[23, 18, 30, 84, 97]","[62, 23, 46, 26, 8]",52.4
"[33, 47, 83, 38, 26]","[71, 36, 3, 40, 85]","[64, 58, 43, 67, 84]","[68, 31, 54, 7, 10]",73.6470588235294
"[18, 40, 45, 86, 87]","[100, 25, 48, 16, 27]","[55, 61, 62, 73, 3]","[99, 73, 59, 87, 21]",62.9
"[31, 12, 92, 50, 54]","[93, 77, 40, 38, 22]","[29, 76, 58, 57, 1]","[18, 97, 36, 24, 78]",66.28865979381443
"[14, 100, 92, 30, 52]","[4, 24, 2, 87, 56]","[74, 75, 7, 28, 51]","[68, 5, 16, 60, 88]",51.9
"[34, 24, 12, 81, 15]","[22, 56, 37, 13, 66]","[88, 26, 8, 29, 67]","[14, 59, 32, 84, 35]",72.72727272727273
"[22, 16, 83, 16, 97]","[55, 63, 38, 100, 34]","[84, 98, 87, 52, 16]","[51, 27, 37, 87, 33]",60.0
"[13, 6, 44, 23, 71]","[43, 4, 46, 59, 24]","[55, 43, 37, 33, 68]","[78, 63, 96, 46, 6]",59.166666666666664
"[26, 66, 10, 15, 97]","[1, 84, 81, 41, 60]","[6, 65, 92, 19, 44]","[98, 65, 34, 88, 21]",67.44897959183673
"[95, 38, 71, 52, 70]","[24, 28, 3, 99, 81]","[69, 81, 96, 66, 50]","[96, 92, 76, 75, 91]",63.73737373737374
"[76, 51, 20, 31, 42]","[35, 33, 51, 87, 12]","[92, 71, 12, 40, 39]","[84, 69, 15, 46, 66]",69.78260869565217
"[93, 85, 48, 45, 7]","[56, 99, 57, 75, 66]","[64, 90, 69, 97, 75]","[84, 58, 44, 79, 26]",84.54545454545455
"[79, 54, 84, 3, 13]","[87, 24, 77, 51, 74]","[9, 7, 49, 87, 67]","[48, 64, 27, 28, 99]",62.121212121212125
"[77, 93, 46, 69, 25]","[17, 99, 39, 48, 14]","[91, 83, 91, 19, 58]","[25, 53, 19, 92, 95]",56.86868686868687
"[34, 26, 12, 69, 92]","[80, 33, 75, 42, 9]","[7, 66, 96, 39, 12]","[54, 40, 95, 56, 34]",66.5625
"[86, 91, 55, 74, 96]","[59, 8, 100, 49, 37]","[90, 29, 48, 30, 65]","[1, 7, 32, 12, 97]",59.4
"[88, 50, 86, 79, 75]","[72, 55, 8, 76, 34]","[5, 31, 67, 63, 23]","[2, 13, 72, 45, 9]",53.29545454545455
"[40, 1, 49, 68, 76]","[62, 69, 20, 61, 84]","[96, 68, 3, 33, 39]","[58, 48, 64, 61, 2]",70.20833333333334
"[99, 35, 31, 80, 89]","[37, 61, 23, 20, 4]","[39, 64, 22, 10, 91]","[100, 33, 87, 4, 99]",75.2
"[30, 6, 88, 98, 66]","[94, 46, 56, 7, 74]","[6, 22, 26, 2, 97]","[85, 66, 51, 10, 30]",54.48979591836735
"[88, 84, 88, 29, 36]","[61, 30, 47, 18, 52]","[75, 99, 20, 54, 92]","[54, 39, 53, 48, 5]",64.64646464646465
"[87, 65, 17, 8, 98]","[87, 59, 14, 33, 40]","[87, 28, 93, 33, 87]","[23, 30, 42, 72, 97]",64.6938775510204
"[67, 46, 98, 52, 24]","[39, 95, 14, 53, 73]","[77, 48, 47, 8, 68]","[8, 91, 60, 38, 51]",64.18367346938776
"[49, 65, 65, 72, 87]","[98, 81, 35, 24, 85]","[37, 19, 58, 79, 59]","[10, 64, 64, 49, 22]",63.673469387755105
"[68, 57, 46, 71, 16]","[96, 62, 19, 94, 10]","[2, 73, 77, 36, 32]","[97, 27, 20, 38, 49]",59.381443298969074
"[66, 57, 52, 40, 32]","[83, 86, 3, 6, 24]","[3, 11, 19, 85, 44]","[10, 49, 5, 86, 97]",49.27835051546392
"[25, 33, 17, 10, 93]","[46, 45, 45, 90, 82]","[21, 78, 31, 17, 5]","[30, 74, 7, 17, 41]",63.763440860215056
"[63, 66, 68, 51, 6]","[14, 10, 8, 8, 31]","[99, 21, 16, 13, 56]","[59, 18, 55, 29, 13]",76.96969696969697
"[25, 98, 32, 86, 6]","[76, 78, 11, 27, 58]","[4, 82, 34, 87, 82]","[69, 65, 5, 12, 63]",57.3469387755102
"[44, 34, 67, 11, 47]","[36, 18, 81, 54, 19]","[50, 42, 82, 83, 62]","[86, 25, 14, 6, 23]",71.62790697674419
"[35, 7, 43, 45, 20]","[100, 92, 57, 52, 71]","[33, 93, 7, 93, 16]","[92, 78, 82, 16, 51]",55.9
"[1, 14, 68, 60, 97]","[33, 38, 14, 28, 46]","[73, 13, 13, 14, 77]","[48, 40, 24, 74, 27]",67.83505154639175
"[10, 57, 62, 34, 79]","[66, 47, 97, 52, 32]","[76, 83, 15, 72, 62]","[70, 41, 10, 67, 3]",57.21649484536083
"[85, 27, 45, 68, 1]","[21, 82, 28, 85, 49]","[25, 84, 62, 73, 13]","[86, 21, 20, 91, 4]",83.95604395604397
"[38, 82, 52, 85, 73]","[46, 79, 38, 71, 70]","[61, 69, 79, 49, 20]","[47, 47, 96, 20, 52]",67.5
"[42, 65, 94, 39, 52]","[6, 8, 73, 50, 49]","[94, 42, 68, 50, 88]","[31, 85, 82, 37, 42]",76.48936170212767
"[54, 70, 9, 1, 26]","[86, 72, 44, 10, 44]","[11, 90, 82, 73, 11]","[4, 90, 8, 78, 63]",54.22222222222222
"[87, 84, 64, 56, 76]","[73, 97, 92, 15, 74]","[21, 36, 20, 63, 29]","[4, 75, 24, 20, 34]",49.69072164948454
"[38, 30, 35, 28, 87]","[40, 6, 72, 63, 98]","[88, 31, 42, 70, 5]","[16, 94, 20, 52, 62]",63.97959183673469
"[100, 64, 7, 97, 24]","[38, 88, 25, 47, 67]","[35, 39, 55, 50, 81]","[49, 64, 47, 31, 98]",67.0
"[5, 12, 11, 26, 91]","[66, 8, 81, 19, 21]","[66, 52, 74, 35, 23]","[40, 47, 87, 81, 98]",71.73469387755102
"[89, 51, 2, 69, 80]","[81, 56, 96, 24, 96]","[74, 16, 44, 80, 76]","[78, 55, 44, 90, 90]",72.60416666666667
"[45, 97, 46, 88, 45]","[94, 95, 33, 56, 21]","[34, 47, 84, 68, 93]","[11, 62, 75, 99, 82]",60.707070707070706
"[91, 6, 41, 54, 91]","[90, 44, 15, 61, 19]","[23, 90, 100, 67, 47]","[27, 9, 16, 3, 51]",58.5
"[96, 95, 11, 59, 30]","[75, 26, 69, 86, 28]","[84, 77, 73, 34, 4]","[91, 19, 29, 50, 93]",67.60416666666667
"[90, 16, 69, 86, 9]","[24, 46, 62, 57, 76]","[38, 96, 72, 35, 47]","[64, 81, 26, 24, 77]",59.479166666666664
"[79, 6, 3, 74, 25]","[93, 54, 32, 23, 14]","[58, 52, 94, 71, 25]","[2, 93, 46, 100, 59]",57.5
"[59, 16, 67, 60, 3]","[44, 46, 64, 47, 55]","[86, 96, 77, 81, 30]","[63, 64, 63, 76, 67]",68.75
"[86, 99, 77, 65, 8]","[81, 82, 7, 86, 44]","[54, 89, 78, 39, 93]","[50, 73, 41, 53, 78]",61.515151515151516
"[17, 82, 58, 28, 99]","[71, 46, 56, 92, 91]","[6, 22, 20, 3, 75]","[91, 61, 63, 19, 32]",58.98989898989899
"[89, 57, 71, 11, 71]","[47, 37, 75, 100, 43]","[80, 65, 77, 65, 70]","[54, 2, 29, 17, 64]",73.0
"[28, 23, 40, 33, 26]","[65, 8, 84, 99, 63]","[79, 47, 16, 58, 14]","[33, 59, 28, 26, 57]",69.4949494949495
"[52, 89, 81, 81, 14]","[19, 88, 44, 84, 50]","[54, 78, 50, 43, 86]","[96, 25, 4, 68, 55]",61.770833333333336
"[63, 29, 42, 4, 2]","[62, 8, 85, 24, 66]","[62, 82, 97, 28, 60]","[91, 54, 99, 91, 100]",60.9
"[37, 86, 54, 59, 73]","[91, 53, 21, 36, 100]","[79, 10, 27, 3, 68]","[40, 57, 91, 48, 9]",73.0
"[94, 98, 96, 7, 31]","[98, 48, 97, 18, 20]","[34, 83, 26, 6, 65]","[72, 17, 42, 28, 34]",58.36734693877551
"[26, 82, 89, 13, 6]","[30, 16, 96, 93, 25]","[21, 7, 33, 1, 33]","[90, 96, 49, 35, 95]",57.291666666666664
"[23, 68, 11, 8, 8]","[74, 67, 89, 27, 72]","[88, 75, 41, 53, 90]","[48, 95, 89, 94, 26]",63.36842105263158
"[97, 66, 85, 93, 28]","[42, 9, 59, 34, 62]","[55, 9, 12, 58, 23]","[65, 96, 59, 83, 36]",76.39175257731958
"[87, 80, 35, 93, 37]","[43, 32, 83, 13, 10]","[79, 59, 54, 35, 70]","[39, 12, 61, 70, 74]",59.56989247311828
"[96, 26, 27, 99, 26]","[52, 48, 63, 88, 83]","[95, 36, 10, 89, 40]","[51, 79, 54, 69, 38]",67.77777777777777
"[71, 4, 20, 44, 25]","[57, 88, 7, 66, 28]","[54, 52, 77, 72, 78]","[42, 57, 42, 94, 8]",64.25531914893617
"[30, 47, 61, 11, 41]","[48, 97, 60, 64, 70]","[9, 57, 38, 49, 56]","[98, 81, 15, 20, 77]",67.04081632653062
"[84, 86, 74, 95, 76]","[75, 91, 72, 44, 38]","[89, 98, 24, 86, 60]","[75, 54, 25, 45, 33]",67.75510204081634
"[67, 93, 69, 19, 74]","[65, 60, 53, 42, 20]","[49, 66, 26, 79, 35]","[10, 39, 65, 46, 38]",69.99999999999999
"[67, 39, 99, 44, 46]","[17, 16, 52, 89, 29]","[21, 19, 92, 92, 36]","[86, 14, 82, 1, 45]",83.63636363636364
"[88, 72, 79, 14, 11]","[26, 84, 81, 76, 17]","[62, 69, 36, 81, 89]","[93, 35, 62, 56, 34]",68.06451612903226
"[15, 15, 95, 79, 40]","[58, 4, 5, 33, 32]","[82, 11, 67, 67, 93]","[14, 34, 95, 3, 7]",66.63157894736842
"[69, 30, 97, 85, 2]","[92, 3, 28, 42, 30]","[7, 73, 25, 41, 94]","[82, 16, 55, 35, 91]",55.56701030927835
"[10, 59, 81, 44, 83]","[2, 97, 88, 99, 81]","[54, 75, 49, 32, 72]","[49, 2, 39, 92, 67]",60.505050505050505
"[3, 68, 93, 80, 100]","[12, 94, 24, 51, 69]","[44, 79, 87, 13, 14]","[10, 82, 63, 35, 18]",61.9
"[32, 88, 98, 73, 87]","[85, 82, 10, 58, 35]","[33, 38, 79, 97, 100]","[73, 69, 87, 50, 93]",63.1
"[96, 17, 53, 16, 18]","[66, 69, 88, 44, 20]","[33, 4, 27, 63, 20]","[30, 60, 100, 14, 46]",63.6
"[11, 6, 59, 70, 93]","[61, 23, 77, 45, 20]","[90, 17, 77, 77, 100]","[63, 14, 10, 27, 91]",69.9
"[65, 67, 50, 63, 34]","[48, 47, 8, 76, 57]","[6, 82, 57, 60, 89]","[86, 82, 35, 41, 61]",69.21348314606742
"[16, 41, 69, 16, 82]","[51, 7, 24, 31, 23]","[21, 8, 89, 92, 11]","[13, 95, 87, 62, 62]",67.36842105263158
"[46, 21, 40, 31, 72]","[47, 1, 70, 95, 30]","[69, 55, 10, 22, 78]","[88, 74, 43, 94, 91]",54.0
"[26, 10, 42, 13, 30]","[33, 32, 2, 40, 41]","[47, 56, 65, 37, 33]","[90, 77, 77, 61, 26]",63.333333333333336
"[32, 36, 25, 24, 69]","[6, 59, 30, 8, 25]","[25, 33, 90, 64, 97]","[36, 78, 27, 41, 87]",67.42268041237115
"[28, 6, 48, 69, 91]","[35, 14, 17, 27, 88]","[75, 65, 42, 95, 45]","[85, 79, 93, 61, 20]",49.36842105263158
"[63, 35, 53, 16, 66]","[17, 98, 79, 23, 2]","[72, 14, 89, 6, 85]","[86, 85, 64, 96, 73]",57.142857142857146
"[18, 40, 85, 80, 4]","[93, 95, 48, 91, 85]","[91, 70, 55, 65, 20]","[67, 50, 44, 95, 43]",70.63157894736841
"[50, 61, 48, 55, 15]","[79, 84, 92, 50, 38]","[74, 7, 97, 62, 68]","[62, 46, 83, 32, 91]",70.10309278350516
"[70, 19, 69, 27, 43]","[86, 28, 54, 98, 75]","[39, 17, 85, 76, 42]","[70, 74, 26, 9, 1]",69.18367346938776
"[33, 49, 23, 14, 58]","[47, 48, 40, 66, 16]","[79, 5, 63, 88, 93]","[100, 100, 21, 13, 45]",66.9
"[50, 68, 93, 35, 22]","[14, 84, 79, 99, 43]","[52, 97, 51, 54, 25]","[71, 9, 33, 52, 34]",68.58585858585859
"[65, 64, 6, 40, 1]","[43, 91, 95, 70, 98]","[1, 27, 26, 73, 95]","[8, 16, 25, 96, 35]",59.69387755102041
"[13, 100, 79, 31, 65]","[84, 58, 2, 60, 27]","[42, 81, 9, 87, 99]","[21, 98, 75, 46, 76]",78.9
"[7, 4, 46, 99, 7]","[70, 17, 1, 72, 28]","[87, 100, 1, 8, 66]","[87, 18, 7, 5, 1]",56.5
"[36, 61, 4, 50, 82]","[43, 50, 90, 84, 5]","[55, 59, 84, 27, 86]","[25, 78, 63, 84, 89]",67.44444444444444
"[50, 52, 79, 54, 72]","[54, 53, 28, 37, 97]","[42, 34, 21, 67, 70]","[93, 6, 42, 15, 4]",66.18556701030928
"[96, 45, 60, 17, 29]","[62, 49, 48, 21, 10]","[6, 3, 21, 46, 84]","[60, 57, 46, 72, 83]",58.4375
"[4, 88, 96, 82, 29]","[25, 24, 12, 94, 82]","[100, 10, 54, 72, 95]","[2, 36, 43, 55, 31]",69.8
"[88, 99, 52, 30, 12]","[6, 56, 50, 35, 74]","[29, 41, 7, 9, 11]","[95, 94, 80, 6, 28]",74.74747474747475
"[76, 99, 22, 59, 14]","[7, 56, 1, 51, 94]","[51, 16, 63, 45, 53]","[1, 34, 96, 96, 22]",54.343434343434346
"[24, 19, 22, 19, 26]","[84, 74, 91, 76, 36]","[4, 52, 48, 14, 63]","[51, 50, 11, 54, 45]",60.76923076923077
"[92, 38, 49, 35, 40]","[30, 16, 54, 3, 71]","[76, 83, 57, 62, 11]","[36, 45, 83, 12, 58]",59.45652173913044
"[51, 51, 43, 32, 9]","[81, 89, 62, 70, 99]","[76, 64, 46, 60, 15]","[7, 94, 84, 36, 88]",64.54545454545455
"[57, 1, 42, 69, 79]","[21, 95, 30, 65, 72]","[81, 27, 69, 50, 34]","[58, 57, 86, 8, 94]",58.21052631578947
"[11, 31, 83, 73, 78]","[38, 54, 33, 71, 55]","[15, 71, 38, 93, 58]","[25, 93, 58, 46, 1]",70.43010752688173
"[39, 40, 68, 82, 81]","[35, 97, 65, 86, 20]","[63, 64, 48, 28, 88]","[31, 67, 98, 21, 53]",63.46938775510204
"[52, 88, 10, 84, 63]","[35, 42, 15, 30, 93]","[63, 52, 38, 65, 76]","[48, 89, 81, 40, 92]",71.82795698924731
"[97, 52, 1, 97, 36]","[8, 22, 96, 24, 55]","[1, 95, 37, 4, 13]","[66, 90, 46, 33, 87]",55.670103092783506
"[8, 63, 5, 69, 46]","[68, 39, 80, 42, 49]","[7, 83, 13, 42, 24]","[48, 20, 5, 39, 52]",61.9277108433735
"[36, 11, 96, 57, 80]","[29, 67, 49, 34, 5]","[24, 61, 19, 88, 18]","[28, 95, 68, 8, 78]",70.93749999999999
"[94, 67, 69, 51, 94]","[29, 7, 83, 54, 77]","[36, 61, 81, 24, 97]","[49, 87, 74, 14, 70]",74.84536082474226
"[58, 76, 80, 24, 20]","[43, 4, 61, 8, 15]","[66, 84, 67, 85, 73]","[58, 33, 79, 79, 72]",53.529411764705884
"[21, 8, 9, 5, 85]","[12, 94, 93, 2, 45]","[77, 70, 8, 70, 23]","[17, 8, 63, 67, 86]",59.04255319148936
"[45, 9, 4, 11, 15]","[62, 5, 6, 99, 70]","[73, 14, 71, 30, 82]","[95, 64, 27, 47, 48]",63.333333333333336
"[48, 9, 100, 25, 63]","[62, 36, 48, 11, 99]","[16, 93, 8, 34, 97]","[97, 45, 20, 12, 98]",61.9
"[81, 87, 66, 17, 32]","[73, 92, 55, 42, 42]","[65, 36, 10, 97, 8]","[91, 94, 85, 3, 69]",70.61855670103093
"[7, 91, 34, 33, 32]","[37, 15, 61, 64, 24]","[30, 5, 66, 9, 30]","[78, 57, 73, 88, 12]",66.81318681318682
"[46, 51, 8, 15, 83]","[100, 59, 15, 62, 24]","[2, 14, 25, 7, 20]","[62, 21, 47, 71, 17]",58.1
"[62, 95, 1, 27, 19]","[92, 23, 82, 100, 66]","[76, 44, 95, 87, 19]","[25, 38, 97, 37, 5]",67.6
"[96, 38, 50, 89, 86]","[98, 28, 22, 55, 39]","[33, 28, 95, 82, 47]","[64, 48, 63, 2, 55]",64.6938775510204
"[87, 86, 68, 85, 49]","[99, 92, 25, 38, 91]","[10, 29, 83, 20, 2]","[43, 50, 20, 10, 71]",45.25252525252525
"[32, 94, 33, 22, 59]","[95, 53, 30, 87, 80]","[75, 78, 8, 100, 70]","[63, 19, 53, 49, 55]",75.3
"[62, 92, 66, 36, 31]","[92, 3, 22, 93, 56]","[32, 91, 77, 58, 5]","[18, 37, 15, 8, 83]",44.193548387096776
"[32, 63, 12, 58, 6]","[73, 16, 99, 36, 39]","[30, 1, 47, 2, 20]","[91, 62, 93, 71, 87]",59.7979797979798
"[96, 49, 39, 96, 16]","[56, 44, 63, 13, 65]","[74, 15, 35, 41, 93]","[12, 81, 62, 53, 3]",66.04166666666667
"[97, 81, 59, 21, 62]","[73, 54, 64, 41, 94]","[45, 13, 90, 71, 57]","[18, 6, 17, 78, 57]",56.70103092783505
"[26, 57, 55, 25, 21]","[67, 13, 56, 17, 57]","[50, 63, 13, 15, 3]","[34, 10, 20, 25, 24]",61.343283582089555
"[28, 73, 37, 6, 91]","[15, 75, 80, 27, 47]","[54, 64, 9, 9, 92]","[48, 11, 91, 32, 40]",56.84782608695652
"[66, 83, 60, 26, 89]","[95, 64, 75, 47, 4]","[16, 40, 79, 97, 95]","[29, 62, 57, 22, 4]",58.96907216494845
"[33, 87, 2, 91, 11]","[52, 66, 16, 81, 64]","[98, 86, 58, 45, 21]","[13, 2, 67, 42, 67]",52.857142857142854
"[48, 100, 5, 90, 27]","[66, 93, 52, 40, 21]","[55, 96, 60, 90, 53]","[28, 5, 13, 59, 36]",73.3
"[52, 10, 91, 84, 49]","[24, 83, 39, 77, 78]","[37, 74, 89, 34, 49]","[46, 4, 57, 72, 97]",74.22680412371135
"[19, 38, 2, 3, 74]","[11, 21, 32, 31, 72]","[9, 69, 31, 62, 97]","[20, 29, 64, 23, 9]",72.78350515463917
"[48, 51, 26, 17, 53]","[50, 30, 25, 38, 11]","[8, 3, 44, 52, 21]","[26, 94, 56, 6, 100]",73.5
"[44, 19, 64, 3, 89]","[53, 29, 93, 27, 60]","[62, 74, 81, 17, 17]","[58, 38, 30, 34, 80]",75.6989247311828
"[26, 9, 100, 33, 84]","[58, 22, 98, 48, 72]","[10, 86, 96, 54, 45]","[10, 22, 86, 89, 94]",74.4
"[7, 24, 73, 28, 73]","[55, 99, 58, 85, 41]","[6, 81, 98, 67, 28]","[96, 4, 3, 72, 57]",61.91919191919192
"[95, 9, 3, 51, 91]","[62, 47, 94, 63, 25]","[100, 97, 35, 10, 11]","[2, 37, 11, 2, 36]",55.3
"[30, 40, 95, 86, 20]","[29, 80, 80, 1, 25]","[77, 94, 45, 69, 74]","[58, 54, 63, 100, 27]",69.1
"[50, 56, 5, 13, 19]","[37, 31, 10, 11, 92]","[83, 36, 6, 43, 23]","[47, 37, 80, 4, 78]",65.1086956521739
"[83, 7, 23, 54, 70]","[40, 55, 34, 2, 90]","[41, 34, 90, 89, 82]","[75, 21, 51, 67, 46]",71.11111111111111
"[66, 85, 41, 22, 34]","[7, 16, 48, 96, 49]","[58, 91, 31, 10, 14]","[97, 8, 29, 34, 72]",55.25773195876289
"[64, 72, 76, 67, 52]","[50, 11, 89, 17, 52]","[87, 90, 59, 5, 43]","[54, 82, 83, 15, 80]",69.55555555555556
"[88, 68, 61, 16, 42]","[49, 33, 85, 75, 84]","[58, 67, 48, 23, 36]","[37, 2, 26, 46, 35]",58.06818181818182
"[84, 20, 37, 78, 78]","[15, 33, 10, 39, 1]","[75, 84, 39, 47, 6]","[4, 23, 5, 98, 88]",69.59183673469387
"[59, 28, 90, 40, 77]","[30, 47, 67, 21, 87]","[97, 87, 81, 57, 25]","[2, 66, 6, 45, 45]",55.154639175257735
